CD_UF;NM_UF;CD_MUNIC;NM_MUNIC;ID_LI;CD_LI;OCORRENCIA;NM_LI;CD_SETOR;SITUACAO;CD_SIT;CD_TIPO;CD_AGLOM;NM_AGLOM;CD_TI;TI_FUNAI;NM_TI;FASE;C_CR_FUNAI;N_CR_FUNAI;ALD_FUNAI;VAL_FUNAI;ALD_SIASI;VAL_SIASI;AMZ_LEG;LAT;LONG
13;Amazonas;1304237;Tonantins;1300668;1310580;1;Aldeia Indígena Nova União;130423705000053;Rural;8;5;130423700007;Aldeia Indígena Nova União;50587;58201;São Domingos do Jacapari e Estação;Regularizada;30202001857;Alto Solimões;1770;1;51172;1;1;-2.744039556;-67.40874161
13;Amazonas;1301407;Eirunepé;1300669;1311687;1;Aldeia Indígena Morada Nova;130140705000106;Rural;8;5;130140700041;Aldeia Indígena Sem Denominação I Rio Itucumã;8850;20601;Kanamari do Rio Juruá;Regularizada;30202001892;Vale do Javari;2796;2;49963;2;1;-7.118924667;-69.67834969
13;Amazonas;1300805;Borba;1300671;1310651;1;Aldeia Indígena Sorval;130080520000020;Rural;8;5;130080500014;Aldeia Indígena Sorval;8001;10101;Coata-Laranjal;Regularizada;30202001871;Manaus;3813;2;49374;2;1;-3.953976972;-58.88602067
13;Amazonas;1300805;Borba;1300672;1311713;1;Aldeia Indígena Mamiá;130080520000030;Rural;8;5;130080500024;Aldeia Indígena Mamia;8001;10101;Coata-Laranjal;Regularizada;30202001871;Manaus;;;;;1;-4.59743028835839;-59.41802930608624
13;Amazonas;1303809;São Gabriel da Cachoeira;1300673;1312215;2;Aldeia Indígena Boca da Estrada;130380905000153;Rural;5;5;130380900026;Aldeia Indígena Estrada;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;3822;2;50805;1;1;0.219784111;-69.51897494
13;Amazonas;1304062;Tabatinga;1300675;1312047;1;Aldeia Indígena Novo Ewaré;130406205000088;Rural;5;5;130406200040;Aldeia Indígena Novo Eware;7811;12101;Évare I;Regularizada;30202001857;Alto Solimões;2830;1;48558;1;1;-3.748437333;-69.46534928
13;Amazonas;1303809;São Gabriel da Cachoeira;1300676;1310958;1;Comunidade Indígena Boa Vista (Alto Rio Içana);130380905000189;Rural;8;5;130380900033;Aldeia Indígena Boa Vista;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;2573;2;49692;1;1;1.739554917;-69.44270694
13;Amazonas;1303601;Santa Isabel do Rio Negro;1300679;1310566;1;Comunidade Indígena Perseverança;130360105000176;Rural;7;5;130360100127;Comunidade Indígena Perseverança;50789;67401;Jurubaxi-téa;Declarada;30202001885;Rio Negro;4982;2;49963;2;1;-0.452789667;-64.99276103
13;Amazonas;1303502;Pauini;1300680;1311978;1;Aldeia Indígena Cachoeira;130350205000070;Rural;8;5;130350200014;Aldeia Indígena Cachoeira;8389;34701;Peneri/Tacaquiri;Regularizada;30202001878;Médio Purus;2092;1;50274;1;1;-7.95206666667;-67.0692166667
13;Amazonas;1302702;Manicoré;1300681;1311484;1;Aldeia Indígena Perseverança de Jesus;130270205000288;Rural;7;5;130270200130;Aldeia Indígena Perseverança de Jesus;50058;35401;Pinatuba;Regularizada;30202001871;Manaus;2431;2;;;1;-5.604423583;-60.79774739
13;Amazonas;1300508;Barreirinha;1300682;1312064;1;Aldeia Indígena Boa Fé (Igarapé Sapucaia Mirim);130050810000082;Rural;5;5;130050800248;Aldeia Indígena Sapucaia Miri;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;;;51130;1;1;-3.278505;-57.01293831
13;Amazonas;1300201;Atalaia do Norte;1300684;1312372;1;Aldeia Indígena Kudaya;130020105000156;Rural;8;5;130020100096;Aldeia Indígena Kudaya;6572;48701;Vale do Javari;Regularizada;30202001892;Vale do Javari;304;1;;;1;-5.964205194;-71.05824517
13;Amazonas;1303809;São Gabriel da Cachoeira;1300687;1312418;1;Comunidade Indígena Canaã;130380920000016;Rural;8;5;130380900135;Aldeia Indígena Canaã;50700;59601;Cué Cué/Marabitanas;Declarada;30202001885;Rio Negro;3202;1;47847;1;1;0.546213528;-67.25512836
13;Amazonas;1301159;Careiro da Várzea;1300688;1310863;1;Aldeia Indígena Jutaí;130115905000165;Rural;8;5;130115900078;Aldeia Indigena Jutai;50336;2501;Apipica;Regularizada;30202001871;Manaus;2429;1;49411;1;1;-3.352487361;-59.35846119
13;Amazonas;1301407;Eirunepé;1300690;1310674;1;Aldeia Indígena Degredo;130140705000130;Rural;8;5;130140700014;Aldeia Indígena Degredo;8184;23701;Kulina do Médio Juruá;Regularizada;30202001892;Vale do Javari;3193;2;47140;1;1;-6.866963;-70.578995
13;Amazonas;1300300;Autazes;1300691;1310431;3;Aldeia Indígena Josefa;130030005000139;Rural;8;5;130030000129;Aldeia Indígena TI Josefa 2;50049;29101;Miguel/Josefa;Regularizada;30202001871;Manaus;2453;1;49400;1;1;-3.813638028;-59.15282875
13;Amazonas;1300409;Barcelos;1300692;1311568;2;Aldeia Indígena Koherepi;130040905000268;Rural;8;5;130040900127;Aldeia Indígena Venezuela;8656;50901;Yanomami;Regularizada;30202001955;Roraima;1066;1;48284;2;1;1.758708194;-63.92735269
13;Amazonas;1303809;São Gabriel da Cachoeira;1300693;1310496;1;Comunidade Indígena Nova Jerusalém;130380912000030;Rural;8;5;130380900051;Aldeia Indígena Jerusalém;50700;59601;Cué Cué/Marabitanas;Declarada;30202001885;Rio Negro;3197;1;49647;1;1;0.914903889;-67.17365536
13;Amazonas;1300201;Atalaia do Norte;1300695;1311368;1;Aldeia Morada Nova;130020105000067;Rural;5;5;130020100032;Aldeia Indígena Morada Nova;6572;48701;Vale do Javari;Regularizada;30202001892;Vale do Javari;414;2;48692;1;1;-6.476324981187616;-72.66162883801998
13;Amazonas;1303809;São Gabriel da Cachoeira;1300696;1312023;1;Comunidade Indígena Sítio Dois Irmãos;130380905000338;Rural;8;5;130380900319;Aldeia Indígena Santa Maria;50700;59601;Cué Cué/Marabitanas;Declarada;30202001885;Rio Negro;4982;2;49963;2;1;0.024646167;-67.25293319
13;Amazonas;1304237;Tonantins;1300697;1311727;3;Aldeia Indígena São Sebastião;130423705000124;Rural;8;;130423700010;Aldeia Indígena Sítio São Sebastião;50077;42001;São Sebastião;Regularizada;30202001857;Alto Solimões;1772;1;49667;1;1;-2.753588333;-67.59470497
13;Amazonas;1303809;São Gabriel da Cachoeira;1300698;1311519;1;Comunidade Indígena São Felipe (Igarapé Castanho);130380905000290;Rural;8;5;130380900257;Aldeia Indígena São Felipe;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;1311;2;51810;1;1;0.113271528;-69.91853933
13;Amazonas;1300508;Barreirinha;1300700;1312002;1;Aldeia Indígena Nova Sateré;130050810000025;Rural;8;5;130050800016;Aldeia Indígena Nova Sateré;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;2479;2;51801;1;1;-3.340460944;-56.98208469
13;Amazonas;1302702;Manicoré;1300701;1312167;1;Aldeia Indígena Ponta Natal;130270205000101;Rural;8;5;130270200012;Aldeia Indígena Ponta Natal;50058;35401;Pinatuba;Regularizada;30202001871;Manaus;2550;1;49390;1;1;-5.551687611;-60.78686442
13;Amazonas;1300409;Barcelos;1300703;1312553;1;Aldeia Indígena São Francisco (Rio Urubaxi);130040905000216;Rural;8;5;130040900092;Aldeia Indígena Comunidade São Francisco;50789;67401;Jurubaxi-téa;Declarada;30202001885;Rio Negro;;;48527;1;1;-0.523520722;-64.82175411
13;Amazonas;1303809;São Gabriel da Cachoeira;1300705;1311424;1;Comunidade Indígena Ilha do Tedi;130380920000059;Rural;8;5;130380900315;Aldeia Indígena Ilha do Tedi;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;3208;1;49963;2;1;0.203800556;-67.32904808
13;Amazonas;1300201;Atalaia do Norte;1300708;1311419;1;Aldeia Indígena Txexe Wassa;130020105000179;Rural;7;5;130020100115;Aldeia Indígena Rio Branco 2;6572;48701;Vale do Javari;Regularizada;30202001892;Vale do Javari;3818;2;52064;2;1;-5.590972583;-70.61156947
13;Amazonas;1303601;Santa Isabel do Rio Negro;1300712;1311827;1;Aldeia Indígena do Areal;130360105000091;Rural;5;5;130360100026;Aldeia Indígena do Areal;50068;40401;Rio Téa;Regularizada;30202001885;Rio Negro;4578;1;49161;1;1;-0.479412722;-65.16261903
13;Amazonas;1303809;São Gabriel da Cachoeira;1300714;1311928;1;Comunidade Indígena Jupati;130380905000109;Rural;8;5;130380900024;Aldeia Indígena Jupati;50047;28501;Médio Rio Negro I;Regularizada;30202001885;Rio Negro;4601;1;48467;2;1;-0.26126425;-66.69939983
13;Amazonas;1302405;Lábrea;1300718;1310438;1;Aldeia Indígena Capurana;130240505000159;Rural;8;5;130240500034;Aldeia Indígena Capurana;7919;8101;Caititu;Regularizada;30202001878;Médio Purus;1567;1;47062;1;1;-7.532951528;-64.86015611
13;Amazonas;1303502;Pauini;1300719;1311824;1;Aldeia Indígena São Jerônimo;130350205000064;Rural;8;5;130350200009;Aldeia Indígena São Jeronimo;7994;9801;Catipari/Mamoria;Regularizada;30202001878;Médio Purus;1660;1;50058;1;1;-7.646194306;-66.65925978
13;Amazonas;1303809;São Gabriel da Cachoeira;1300720;1311355;1;Comunidade Indígena Cumati Cachoeira;130380912000041;Rural;5;5;130380900091;Aldeia Indígena Comunidade Cumati Cachoeira;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;3254;2;50788;2;1;1.340174722;-67.23993456
13;Amazonas;1303908;São Paulo de Olivença;1300721;1310065;1;Aldeia Indígena Bom Jesus;130390805000063;Rural;5;5;130390800045;Aldeia Indígena Bom Jesus 1;7820;12201;Évare II;Regularizada;30202001857;Alto Solimões;2634;1;48130;1;1;-3.490268889;-69.05458094
13;Amazonas;1303908;São Paulo de Olivença;1300722;1311382;1;Aldeia Indígena Vila Bahia;130390805000036;Rural;8;5;130390800014;Aldeia Indígena Vila Baia;7820;12201;Évare II;Regularizada;30202001857;Alto Solimões;2811;1;48135;1;1;-3.588313444;-69.23077503
13;Amazonas;1303809;São Gabriel da Cachoeira;1300724;1310383;1;Aldeia Indígena Miriti (Rio Aiari);130380905000229;Rural;8;5;130380900192;Aldeia Indígena Miriti;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;5010;2;50763;1;1;1.251586222;-68.83157503
13;Amazonas;1301407;Eirunepé;1300726;1310946;1;Aldeia Indígena Paraná;130140705000073;Rural;8;5;130140700095;Aldeia Indígena Parana Novo;8184;23701;Kulina do Médio Juruá;Regularizada;30202001892;Vale do Javari;;;50787;1;1;-6.872559362104086;-70.29576708451306
13;Amazonas;1303809;São Gabriel da Cachoeira;1300727;1311324;1;Comunidade Indígena Açaí-Paraná;130380920000013;Rural;8;5;130380900023;Aldeia Indígena Açaí-Paraná;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;3399;1;49681;2;1;0.203868;-68.054357
13;Amazonas;1303809;São Gabriel da Cachoeira;1300732;1310104;1;Comunidade Indígena São Pedro (Rio Waupés);130380905000257;Rural;8;5;130380900220;Aldeia Indígena São Pedro;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;4733;1;51262;1;1;0.141385;-67.819888
13;Amazonas;1302405;Lábrea;1300733;1310507;1;Aldeia Indígena Cujubim;130240505000232;Rural;7;5;130240500124;Aldeia Indígena Cujubim;7919;8101;Caititu;Regularizada;30202001878;Médio Purus;1678;1;51944;1;1;-7.500637944;-64.85521294
13;Amazonas;1304237;Tonantins;1300734;1311058;1;Aldeia Indígena Novo Cumã;130423705000048;Rural;8;5;130423700014;Aldeia Indígena Novo Cumã;50077;42001;São Sebastião;Regularizada;30202001857;Alto Solimões;1780;2;50744;1;1;-2.580240861;-67.52510336
13;Amazonas;1303908;São Paulo de Olivença;1300736;1311534;1;Aldeia Indígena Santa Vitória;130390805000066;Rural;7;5;130390800048;Aldeia Indígena Santa Vitória;7820;12201;Évare II;Regularizada;30202001857;Alto Solimões;2813;1;48140;1;1;-3.604127528;-69.23985861
13;Amazonas;1300029;Alvarães;1300737;1310443;1;Aldeia Indígena Méria II;130002905000031;Rural;8;5;130002900005;Aldeia Indígena Méria II;8931;28901;Meria;Regularizada;30202001857;Alto Solimões;3842;1;49426;1;1;-3.203746167;-64.85215275
13;Amazonas;1303502;Pauini;1300738;1310045;1;Aldeia Indígena Boa União;130350205000084;Rural;5;5;130350200039;Aldeia Indígena Boa União;8389;34701;Peneri/Tacaquiri;Regularizada;30202001878;Médio Purus;2097;1;52029;2;1;-8.131555417;-67.25194061
13;Amazonas;1302702;Manicoré;1300739;1310919;1;Aldeia Indígena Terra Preta do Jauari;130270205000097;Rural;8;5;130270200008;Aldeia Indígena Terra Preta do Jauari;50041;24701;Lago Jauari;Regularizada;30202001871;Manaus;2569;1;47766;1;1;-6.167151816666666;-61.938727500000006
13;Amazonas;1301704;Humaitá;1300740;1312235;1;Aldeia Indígena Pedral Pagão;130170405000160;Rural;8;5;130170400126;Aldeia Indígena Pedral/Pagão;8397;35701;Pirahã;Regularizada;30202001864;Madeira;4982;2;49963;2;1;-7.65956275;-62.32284192
13;Amazonas;1300631;Beruri;1300741;1312129;1;Aldeia Indígena Itaboca;130063105000153;Rural;8;;;;8478;45103;Itixi Mitari;Regularizada;30202001871;Manaus;2243;1;52216;1;1;-4.7840605;-62.82633444
13;Amazonas;1300409;Barcelos;1300745;1312112;1;Aldeia Indígena Kuhirapi;130040905000275;Rural;7;5;130040900131;Aldeia Indígena Kurirapi;8656;50901;Yanomami;Regularizada;30202001955;Roraima;2431;2;;;1;1.95543225;-63.83281933
13;Amazonas;1304062;Tabatinga;1300746;1311984;1;Aldeia Indígena Pena Preta;130406205000062;Rural;5;5;130406200012;Aldeia Indígena Pena Preta;7811;12101;Évare I;Regularizada;30202001857;Alto Solimões;2860;2;51134;2;1;-4.236651667000001;-69.76138331
13;Amazonas;1303809;São Gabriel da Cachoeira;1300749;1310231;1;Comunidade Indígena São Gabriel Mirim;130380920000023;Rural;8;5;130380900276;Aldeia Indígena São Gabriel Mirim;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;2665;2;48465;1;1;0.708767417;-67.22987694
13;Amazonas;1300300;Autazes;1300750;1310262;1;Aldeia Indígena Paracuuba;130030005000063;Rural;8;5;130030000011;Aldeia Indígena Paracuuba;8311;32801;Paracuhuba;Regularizada;30202001871;Manaus;2445;1;49404;1;1;-3.544737361;-59.09254086
13;Amazonas;1300508;Barreirinha;1300751;1312260;1;Aldeia Indígena Boas Novas Mirim;130050810000041;Rural;8;5;130050800040;Aldeia Indigena Boa Fé;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;;;;;1;-3.317401694;-57.006086
13;Amazonas;1303809;São Gabriel da Cachoeira;1300754;1312237;1;Comunidade Indígena Nova Vida;130380920000018;Rural;8;5;130380900083;Aldeia Indígena Nova Vida;50700;59601;Cué Cué/Marabitanas;Declarada;30202001885;Rio Negro;4533;2;47848;1;1;0.491705778;-67.30157375
13;Amazonas;1302405;Lábrea;1300757;1311849;1;Aldeia Indígena São Pedro;130240505000109;Rural;8;5;130240500025;Aldeia Indígena Comunidade São Pedro;8419;41901;São Pedro do Sepatini;Regularizada;30202001878;Médio Purus;3565;1;50079;1;1;-7.915712;-65.73840714
13;Amazonas;1300805;Borba;1300760;1312542;1;Vila Cacoal 2;130080520000041;Rural;8;5;130080500035;Aldeia Indígena Cacoal;8001;10101;Coata-Laranjal;Regularizada;30202001871;Manaus;2495;1;47881;1;1;-4.271227833;-58.90130883
13;Amazonas;1301704;Humaitá;1300761;1311451;1;Aldeia Indígena Dudu;130170405000170;Rural;7;5;130170400132;Aldeia Indígena Dudu;8397;35701;Pirahã;Regularizada;30202001864;Madeira;1677;2;47216;2;1;-7.748289944;-62.31435467
13;Amazonas;1303601;Santa Isabel do Rio Negro;1300762;1311969;1;Aldeia Indígena Wacará 2;130360105000088;Rural;8;5;130360100067;Aldeia Indígena Comunidade Wacará;50048;28601;Médio Rio Negro II;Regularizada;30202001885;Rio Negro;4583;1;47991;1;1;-0.281646861;-65.55625331
13;Amazonas;1300508;Barreirinha;1300764;1311790;1;Aldeia Indígena Praia Dourada;130050815000103;Rural;7;5;130050800245;Aldeia Indígena Praia Dourada;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;2431;2;;;1;-3.242308944;-57.09521714
13;Amazonas;1300805;Borba;1300765;1310651;2;Aldeia Indígena Sorval;130080520000130;Rural;8;5;130080500165;Aldeia Indígena Sorval;8001;10101;Coata-Laranjal;Regularizada;30202001871;Manaus;3813;2;49374;2;1;-3.959209694;-58.88405761
13;Amazonas;1300706;Boca do Acre;1300767;1311051;2;Aldeia Indígena Camicuã;130070605000092;Rural;8;5;130070600009;Aldeia Indígena Camicua;8532;8501;Camicua;Regularizada;30202001845;Alto Purus;1684;1;51657;1;1;-8.735139111000002;-67.40825172
13;Amazonas;1300805;Borba;1300768;1310504;1;Aldeia Indígena Meu Sonho;130080505000117;Rural;8;5;130080500088;Aldeia Indígena Meu Sonho;8036;10801;Cunhã-Sapucaia;Regularizada;30202001871;Manaus;2431;2;;;1;-4.475514333;-60.38228225
13;Amazonas;1303809;São Gabriel da Cachoeira;1300769;1312166;2;Comunidade Indígena São Joaquim (Rio Içana);130380905000191;Rural;5;5;130380900149;Aldeia Indígena São Joaquim/Keradaro;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;3787;2;50548;2;1;1.706300444;-69.38564131
13;Amazonas;1301407;Eirunepé;1300770;1311408;1;Aldeia Indígena Boa Vista;130140705000172;Rural;8;4;;;8184;23701;Kulina do Médio Juruá;Regularizada;30202001892;Vale do Javari;4982;2;49963;2;1;-6.8684695;-70.29279361
13;Amazonas;1303809;São Gabriel da Cachoeira;1300775;1312360;1;Aldeia Indígena Macedônia (Rio Aiari);130380905000174;Rural;5;5;130380900053;Aldeia Indígena Macedonia;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;2672;2;51773;1;1;1.238560639;-68.96676061
13;Amazonas;1300508;Barreirinha;1300777;1311119;1;Aldeia Indígena São Bento;130050810000033;Rural;8;5;130050800032;Aldeia Indigena São Bento;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;2710;2;50365;1;1;-3.306506028;-57.02283469
13;Amazonas;1301407;Eirunepé;1300778;1312560;1;Aldeia Indígena Mawetek;130140705000064;Rural;8;5;130140700034;Aldeia Indígena Mawetek;50352;28201;Mawetek;Regularizada;30202001892;Vale do Javari;2759;2;50338;2;1;-6.638490222;-70.03880386
13;Amazonas;1302405;Lábrea;1300779;1310679;1;Aldeia Indígena Sisibú;130240505000165;Rural;8;5;130240500040;Aldeia Indígena Sisibú;8362;34601;Paumari do Rio Ituxi;Regularizada;30202001878;Médio Purus;1222;1;48586;1;1;-7.358692861;-64.95035583
13;Amazonas;1303601;Santa Isabel do Rio Negro;1300781;1310947;1;Aldeia Indígena Manacapwey;130360105000161;Rural;7;5;130360100115;Aldeia Indígena Manacapwey;8656;50901;Yanomami;Regularizada;30202001955;Roraima;4982;2;49963;2;1;0.830006083;-65.06196683
13;Amazonas;1303809;São Gabriel da Cachoeira;1300782;1312209;1;Aldeia Indígena Jurupari Cachoeira;130380905000186;Rural;8;5;130380900052;Aldeia Indígena Jurupari Cachoeira;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;4483;2;47572;1;1;1.214077944;-69.36357275
13;Amazonas;1303205;Novo Airão;1300783;1311701;1;Aldeia Indígena Keina;130320505000098;Rural;8;5;130320500042;Aldeia Indígena Keina;3182;49501;Waimiri-Atroari;Regularizada;30202001871;Manaus;4982;2;49963;2;1;-0.561589722;-60.977667
13;Amazonas;1302306;Jutaí;1300784;1310522;1;Aldeia Indígena São Cristovão;130230605000075;Rural;8;5;130230600025;Aldeia Indígena São Cristovão;50026;11601;Espírito Santo;Regularizada;30202001857;Alto Solimões;3792;1;52137;1;1;-2.814181972;-67.08961825
13;Amazonas;1303809;São Gabriel da Cachoeira;1300785;1310713;2;Comunidade Indígena Tapuruquara Mirim;130380905000112;Rural;5;5;130380900129;Aldeia Indígena Comunidade Tapuruquara Mirim;50047;28501;Médio Rio Negro I;Regularizada;30202001885;Rio Negro;4598;1;51692;1;1;-0.420656722;-66.41008086
13;Amazonas;1304062;Tabatinga;1300786;1310463;2;Aldeia Indígena Nova Esperança;130406205000075;Rural;5;5;130406200027;Aldeia Indígena Nova Esperança;7811;12101;Évare I;Regularizada;30202001857;Alto Solimões;1749;1;47645;1;1;-4.067458083;-69.552383
13;Amazonas;1301159;Careiro da Várzea;1300787;1312374;1;Aldeia Indígena Mura Nova Galileia;130115905000111;Rural;8;5;130115900038;Aldeia Indígena Mura Nova Galileia;50702;69001;Sissaíma;Declarada;30202001871;Manaus;4982;2;49963;2;1;-3.472423778;-59.39760583
13;Amazonas;1303809;São Gabriel da Cachoeira;1300788;1310163;1;Comunidade Indígena Campo Alto (Rio Içana);130380905000262;Rural;8;5;130380900225;Aldeia Indígena Campo Alto;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;;;50550;1;1;1.746154083;-69.46338231
13;Amazonas;1303403;Parintins;1300789;1312387;1;Aldeia Indígena Nova Galiléia;130340330000009;Rural;5;5;130340300008;Aldeia Indígena Nova Galiléia;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;1722;2;48056;1;1;-3.224059167;-56.81106036
13;Amazonas;1302702;Manicoré;1300790;1311067;1;Aldeia Indígena Boa União;130270205000104;Rural;8;5;130270200016;Aldeia Indígena Boa União;50058;35401;Pinatuba;Regularizada;30202001871;Manaus;2552;1;49890;1;1;-5.584687528;-60.8099695
13;Amazonas;1303809;São Gabriel da Cachoeira;1300794;1310601;1;Aldeia Indígena Maloca Anchieta;130380905000163;Rural;5;5;130380900154;Aldeia Indígena Maloca Anchieta;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;;;50322;1;1;0.576286;-69.86603149904147
13;Amazonas;1303700;Santo Antônio do Içá;1300795;1312495;1;Comunidade Indígena Pedraria;130370005000100;Rural;8;5;130370000030;Aldeia Indígena Pedraria;50340;6201;Betania;Regularizada;30202001857;Alto Solimões;4982;2;49963;2;1;-3.070028889;-68.07262428
13;Amazonas;1303601;Santa Isabel do Rio Negro;1300796;1312561;1;Aldeia Indígena São João 2 (Ilha Taiaçú);130360105000121;Rural;8;5;130360100092;Aldeia Indígena Cumunidade São João 2;50047;28501;Médio Rio Negro I;Regularizada;30202001885;Rio Negro;5010;2;50982;2;1;-0.300017028;-65.70567433
13;Amazonas;1300805;Borba;1300797;1311541;1;Aldeia Indígena Parawa;130080520000024;Rural;8;5;130080500018;Aldeia Indígena Parauá;8001;10101;Coata-Laranjal;Regularizada;30202001871;Manaus;2486;2;49353;1;1;-4.101760958199746;-59.14574955200026
13;Amazonas;1303809;São Gabriel da Cachoeira;1300800;1311959;1;Comunidade Indígena Tarumã;130380905000211;Rural;8;5;130380900131;Aldeia Indígena Comunidade Tarumã;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;2558;2;51250;1;1;1.300587417;-68.61160925
13;Amazonas;1304104;Tapauá;1300801;1311193;1;Comunidade Indígena Patauá;130410405000183;Rural;8;5;130410400126;Aldeia Indígena Capana 1;50057;34302;Paumari do Lago Manissuã;Regularizada;30202001878;Médio Purus;1771;2;52530;2;1;-5.873218333;-64.68183167
13;Amazonas;1303601;Santa Isabel do Rio Negro;1300802;1311004;1;Comunidade Indígena Tauary;130360105000171;Rural;8;5;130360100123;Aldeia Indígena Tauary 1;50789;67401;Jurubaxi-téa;Declarada;30202001885;Rio Negro;4982;2;49963;2;1;-0.765881917;-65.44242256
13;Amazonas;1303536;Presidente Figueiredo;1300804;1311750;1;Aldeia Indígena Yrymy;130353605000084;Rural;8;5;130353600028;Aldeia Indígena Yrymy;3182;49501;Waimiri-Atroari;Regularizada;30202001871;Manaus;4982;2;49963;2;1;-1.287936417;-60.46946025
13;Amazonas;1301407;Eirunepé;1300805;1312362;1;Aldeia Indígena Laguinho;130140705000110;Rural;8;5;130140700045;Aldeia Indígena Laguinho;8850;20601;Kanamari do Rio Juruá;Regularizada;30202001892;Vale do Javari;;;;;1;-6.629556389;-69.51432153
13;Amazonas;1303536;Presidente Figueiredo;1300808;1312540;1;Aldeia Indígena Tapii;130353605000097;Rural;8;5;130353600029;Aldeia Indígena Tapii;3182;49501;Waimiri-Atroari;Regularizada;30202001871;Manaus;4982;2;49963;2;1;-1.274301;-60.525118
13;Amazonas;1302405;Lábrea;1300809;1310627;1;Aldeia Indígena Casa Nova;130240505000100;Rural;8;5;130240500016;Aldeia Indígena Casa Nova;8168;19001;Jarawara/Jamamadi/Kanamati;Regularizada;30202001878;Médio Purus;3570;1;51830;1;1;-7.305292528;-65.25985061
13;Amazonas;1302306;Jutaí;1300811;1311459;1;Aldeia Indígena São Raimundo;130230605000076;Rural;8;5;130230600026;Aldeia Indígena São Raimundo;8230;25901;Macarrão;Regularizada;30202001857;Alto Solimões;4476;1;52135;1;1;-2.836878694;-67.09618008
13;Amazonas;1302900;Maués;1300812;1311133;1;Comunidade Indígena Vila Batista;130290015000088;Rural;8;;;;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;3777;2;50371;1;1;-3.745094972;-57.15105333
13;Amazonas;1300201;Atalaia do Norte;1300813;1311796;1;Aldeia Indígena Volta Grande;130020105000064;Rural;8;5;130020100050;Aldeia Indígena Volta Grande;6572;48701;Vale do Javari;Regularizada;30202001892;Vale do Javari;412;1;49273;1;1;-5.695642472;-72.05646747
13;Amazonas;1302900;Maués;1300814;1310484;1;Aldeia Indígena Vila Batista;130290015000048;Rural;8;5;130290000036;Aldeia Indígena Vila Batista;8524;2001;Andirá-Marau;Regularizada;30202001871;Manaus;3778;2;46911;2;1;-3.746476779065104;-57.15019205
13;Amazonas;1300805;Borba;1300815;1310966;2;Aldeia Indígena Fronteiras;130080520000105;Rural;8;5;130080500135;Aldeia Indígena Fronteiras;8001;10101;Coata-Laranjal;Regularizada;30202001871;Manaus;2494;1;49354;1;1;-4.26688975;-59.21225753
13;Amazonas;1303205;Novo Airão;1300816;1310505;1;Aldeia Indígena Abade Arawyba;130320505000081;Rural;8;5;130320500029;Aldeia Indígena Arawyba;3182;49501;Waimiri-Atroari;Regularizada;30202001871;Manaus;4960;1;49963;2;1;-1.134851;-61.28950708
13;Amazonas;1303809;São Gabriel da Cachoeira;1300817;1311495;1;Comunidade Indígena Nossa Senhora de Guadalupe;130380905000289;Rural;8;5;130380900256;Aldeia Indígena Guadalupe;50017;1101;Alto Rio Negro;Regularizada;30202001885;Rio Negro;3792;2;49680;1;1;0.097902111;-69.84796386
13;Amazonas;1302405;Lábrea;1300819;1310994;1;Aldeia Indígena Saubinha;130240505000099;Rural;8;5;130240500015;Aldeia Indígena Saubinha;8168;19001;Jarawara/Jamamadi/Kanamati;Regularizada;30202001878;Médio Purus;3220;2;48462;2;1;-7.176207472;-65.15057039
13;Amazonas;1303809;São Gabriel da Cachoeira;1300822;1311518;1;Comunidade Indígena Juruti;130380920000017;Rural;8;5;130380900159;Aldeia Indígena Juruti;50700;59601;Cué Cué/Marabitanas;Declarada;30202001885;Rio Negro;3201;1;49357;1;1;0.627044778;-67.24831758
13;Amazonas;1303809;São Gabriel da Cachoeira;1300823;1312297;1;Aldeia Indígena Nova Vida (Taperera);130380905000356;Rural;8;5;130380900337;Aldeia Indígena Nova Vida;50047;28501;Médio Rio Negro I;Regularizada;30202001885;Rio Negro;3226;2;52621;1;1;-0.429216361;-66.34561322
